user_id	age	gender	education	career	income	address	hobby
2263	1	0	2	20	1	6	basketball
782	2	1	4	0	0	6	Dance
2364	1	1	2	20	0	1	play basketball
299	5	1	4	4	1	6	Drink
1457	1	1	3	20	0	6	Badminton
2058	1	0	4	20	0	6	Sing
303	3	1	2	20	0	9	Play video games
1962	2	1	4	20	0	24	Computer games
2616	4	1	3	0	0	6	Games
1747	2	1	5	0	2	7	Photography
664	2	0	4	5	0	6	read a novel
2641	1	1	2	20	0	6	computer
220	8	1	2	20	0	6	Watch TV
1748	1	1	2	20	0	6	play basketball
1578	2	1	2	20	0	6	Badminton
1451	1	0	3	20	0	6	Reading skateboard   movement
449	2	1	4	19	2	6	flower
2756	4	0	3	0	0	6	movement
1455	1	0	3	20	0	6	Watch movies, take photos and record your life
1208	1	1	3	20	0	6	Football
84	3	1	3	2	2	7	Play games, sing songs
2335	1	1	7	5	0	6	Table tennis
776	4	1	2	10	0	6	Sing
941	1	0	3	1	1	6	Yoga
961	2	0	4	0	0	6	Music
841	2	0	4	0	1	8	Sing
1322	1	0	3	9	0	6	movement
2375	1	0	7	5	0	6	swim
1151	3	1	3	7	1	10	play billiards
1261	2	1	3	20	0	6	Badminton
290	5	0	4	3	1	6	Dance
2639	1	0	2	20	0	6	Listen to music
1767	1	1	2	20	0	6	Sing
604	2	1	4	0	1	6	mountaineering
2129	1	1	4	20	0	6	Games, music, badminton
916	1	1	4	0	0	6	Skiing, swimming
1234	1	1	3	20	0	6	Basketball Badminton
2153	2	1	4	20	0	6	
2096	1	0	4	0	1	6	Listen to music and walk
1283	1	0	3	13	0	6	Sing
821	1	1	4	0	1	6	movement
2466	1	1	2	20	0	6	E-sports
1000	2	0	4	0	0	15	Photography
2282	2	0	4	5	1	4	News
18	2	0	3	7	1	10	Music
2091	1	0	4	0	2	6	Learning
1204	1	1	3	20	0	6	play badminton
2472	1	0	1	20	0	6	Sing
2415	1	1	7	5	0	6	basketball
2206	4	0	3	3	1	3	Delicious food
1423	1	0	3	20	0	6	Painting
1618	2	0	3	0	1	5	Play video games
2078	1	0	4	20	0	6	Take a walk
1505	1	0	3	20	0	6	Playing mahjong
2643	1	1	2	0	0	6	film
360	5	0	3	4	1	6	beauty make-up
1097	3	1	4	3	1	6	anime
1244	1	1	3	20	0	6	Basketball, running, fitness
1640	1	0	2	20	0	7	Sing
344	5	1	4	3	1	6	Listen to music
986	4	0	4	10	1	6	Listen to music
1381	1	1	3	20	0	16	Sing
1709	2	1	4	0	0	2	Video Clips
1721	1	0	3	20	0	6	Dancing, skiing
2226	1	0	4	20	0	6	Love to follow the drama, watch the video
2234	3	0	4	5	1	3	anime
1697	1	1	2	20	0	3	Sing
85	4	1	1	18	1	12	Movies, travel, food
2946	2	0	5	20	0	1	Reading, traveling, watching plays
668	2	1	4	0	0	6	chat
1014	2	1	4	20	0	6	Badminton
